text_id,text,hate,moh_text
hasoc_en_5146,Happy born day Donald   Or hatched day . . . Spawned day  Whatever happened with you    FuckTrump,0,Happy born day Donald Or hatched day Spawned day Whatever happened with you FuckTrump
hasoc_en_3850,Spotted outside Trump World Tower  notmypresident dumptrump fucktrump midtowneast dachshund @ Trump World Tower,0,Spotted outside Trump World Tower प्रेसीडेंसी ट्रम्प ट्रम्प मिडटोन dachshund Trump World Tower
hasoc_en_2300,Don't know if the math is correct but ShameOnICC,0,होंट know if the math is correct but ShameOnICC
hasoc_en_1033,India went to play the world cup not on war. It's better to follow the rule of ICC and stay away from controversy to be focused on game..!!    BCCI BalidanBadge DhoniKeSaathDesh DhoniKeepsTheGlove,0,India went to play the world cup not on war Its better to follow the rule of ICC and stay away from controversy to be focused on game BCCI BalidanBadge DhoniKeSaathDesh DhoniKeepsTheGlove
hasoc_en_4463,"TrumpIsATraitor  ImpeachTrumpNow  Your POTUS sinks deeper into his selfmade shitpool of stupidity as he condemns the London Mayor over 3 deaths in 24hrs. TRUMP is GUILTY of 10,000 in 100 days.  Donald Trump attacks Sadiq Khan in tweets over deaths in London",0,TrumpIsATraitor ImpeachTrumpNow Your POTUS sinks deeper into his सेल्मा शूल of stupidity as he condemns the London Mayor over 3 deaths in 24hrs TRUMP is GUILTY of 10 in 10 days Donald Trump attacks सादिक Khan in tweets over deaths in London
hasoc_en_4834,"Listen 'de Pfeffel':    Ireland will not allow the 'backstop' clause to be dropped because doing so would be as big a threat to the country as Britain leaving without a deal, Leo Varadkar has said this morning..      BorisJohnsonShouldNotBePM  BollockstoBrexit",0,Listen दे एफील Ireland will not allow the backstop clause to be dropped because doing so would be as big a threat to the country as Britain leaving without a deal Leo सरकार has said this morning BorisJohnsonShouldNotBePM BollockstoBrexit
hasoc_en_532,'Vietnam was too far. I disagreed with the war. I like people who weren't captured. My feet hurt.' But sure I guess this is real patriotism.  TrumpIsATraitor,0,Vietnam was too far I disagreed with the war I like people who वेंकट captured My feet hurt But sure I guess this is real patriotism TrumpIsATraitor
hasoc_en_131,Pay no attention to the draft dodging charlatan behind the curtain! LOL!   fucktrump DumbDonnyTheDraftDodgingDotard DraftDodgerDonny,0,Pay no attention to the draft dodging charlatan behind the curtain LOL ट्रम्प DumbDonnyTheDraftDodgingDotard DraftDodgerDonny
hasoc_en_3990,Just a reminder of what an arse Johnson is. He will never be my PM. BorisJohnsonShouldNotBePM,1,Just a reminder of what an बरसे‘ Johnson is He will never be my PM BorisJohnsonShouldNotBePM
hasoc_en_1950,When  wants to take trip of ICC !!!!! ICCWorldCup2019   CWC19   ShameOnICC   CWC2019   INDvNZ,0,When wants to take trip of ICC ICCWorldCup2019 CWC19 ShameOnICC CWC2019 INDvNZ
hasoc_en_4365,Deaths of a vast swath of the population due to the poisonous policies of the . JC4PM GTTO BorisJohnsonShouldNotBePM,1,Deaths of a vast swath of the population due to the poisonous policies of the JC4PM GTTO BorisJohnsonShouldNotBePM
hasoc_en_3057,'Hong Kong Canadian activists in Vancouver are vowing to keep up their pressure on their homeland’s government after it voted to suspend — but not toss out — a proposed extradition bill.' BoycottChina,0,Hong Kong Canadian activists in Vancouver are vowing to keep up their pressure on their homelands government after it voted to suspend but not toss out a proposed extradition bill BoycottChina
hasoc_en_2061,Why doctors across India are up in arms. My report DoctorsFightBack DoctorsStrike DoctorStrike AIIMS,0,Why doctors across India are up in arms My report DoctorsFightBack DoctorsStrike DoctorStrike AIIMS
hasoc_en_955,"Prime Minister  met  Mark Drakeford in Cardiff today.    The PM spoke about working with the Welsh Government and other Devolved Administrations, to make sure communities across the UK are ready to maximise the opportunities that Brexit will bring.",0,Prime Minister met Mark ब्रैडफ़ोर्ड in Cardiff today The PM spoke about working with the Welsh Government and other Devolved Administrations to make sure communities across the UK are ready to मैक्सी the opportunities that Brexit will bring
hasoc_en_2843,"They don't have to go to the camps.\n\nThey are volunteering when they choose to illegally enter.\n\nI know I am right, Border patrol doesn't abduct people from other countries.\n\nIf walls didn't work, there wouldn't be so many working right now & you wouldn't care if they were built.",1,They डोंट have to go to the campsnnThey are volunteering when they choose to illegally एंटर know I am right Border patrol दोस्त abduct people from other काउन्टीस walls दीन work there wouldnt be so many working right now you wouldnt care if they were built
hasoc_en_503,Shoutout to  she is a true blue Resister BlueWave2018 WomensRights Fucktrump 🌊💙❤️,0,कटआउट to she is a true blue Resister BlueWave2018 WomensRights ट्रम्प
hasoc_en_513,"This is not threats this is fun..!!    Bengal main rahana hai  To Jai Mamata Bolna hai     We're living in TMC Talibaan Ruling state ,    Thanks Didi",1,This is not threats this is fun Bengal main रहना : हैं: To आई ममता बोलना : हैं: Were living in TMC अलीबाबा Ruling state Thanks ईदी
hasoc_en_3965,democracy &amp; freedom should never be taken for granted    They're not free    DEMOCRACY &amp; FREEDOM ARE PRICELESS &amp; REQUIRE PROTECTION    Trump TrumpIsATraitor TrumpIsTheEnemyOfThePeople GOPCoverUp TrumpCrimeSyndicate resisters ResistersForum FBRParty BlueWave ResistanceUnited,1,democracy amp freedom should never be taken for granted हेरा not free DEMOCRACY amp FREEDOM ARE PRICELESS amp REQUIRE PROTECTION Trump TrumpIsATraitor TrumpIsTheEnemyOfThePeople GOPCoverUp TrumpCrimeSyndicate resisters ResistersForum FBRParty लेने ResistanceUnited
hasoc_en_5304,"The most despised man of the new millennium, Donald J. Trump. FUCKTRUMP FUCKUMAGA",0,The most despised man of the new millennium Donald J Trump FUCKTRUMP FUCKUMAGA
hasoc_en_3649,What a complete babbling idiotTrump! MoronInChief,1,What a complete babbling idiotTrump MoronInChief
hasoc_en_2227,"Trump is operating an international Crime Syndicate within the United States Government. He's feeling the heat, and here's proof of TraitorTrump's M.O. in a former tweet. TrumpIsaTraitor ImpeachTrumpNow",0,Trump is operating an international Crime Syndicate within the United States Government Hes feeling the heat and हर्मोस proof of TraitorTrumps MO in a former tweet TrumpIsaTraitor ImpeachTrumpNow
hasoc_en_3847,This is sad and disgusting and I can't take it anymore. :'(   FuckTrump,0,This is sad and disgusting and I cant take it anymore FuckTrump
hasoc_en_704,Unusual times call for unusual acts. It's time seven empty seats in Westminister were sat in.,0,Unusual times call for unusual acts Its time seven empty seats in वेस्टमिन्स्टर were sat in
hasoc_en_4193,This Guy is a reported rapist and if you see him you should imedietly call the cops. rapist gangbang,1,This Guy is a reported rapist and if you see him you should मेडिएवल call the cops rapist गंगन्ना
hasoc_en_4004,India's pride can't be diminished by a pack of British Morons   Show your support for   Change your dp..     awesome move!    IndiaWithDhoni  BalidanBadge  DhoniKeepsTheGlove,1,डीआईएएस pride cant be diminished by a pack of British Morons Show your support for Change your दिप awesome move IndiaWithDhoni BalidanBadge DhoniKeepsTheGlove
hasoc_en_52,"Are you seriously this ignorant or does Islamist ideology do that?    Banning instant TripleTalaq is just the tip of the atrocities those married to Muslim men face.  They can still be divorced, beaten, and face halala at will.      Do you celebrate misogyny because Allah said so?",1,Are you seriously this ignorant or does Islamist ideology do that Banning instant TripleTalaq is just the tip of the atrocities those married to Muslim men face They can still be divorced beaten and face हाल at will Do you celebrate misogyny because Allah said so
hasoc_en_1842,So THATS what the extra $4k i paid in taxes is going towards. Good to know. Wouldn’t want little Tub ‘O Lard Dumpy to be uncomfortable in a normal human sized bed fuckTrump toomanyhamberders XXXLKingsize,0,So THATS what the extra 4k i paid in taxes is going towards Good to know Wouldnt want little Tub O Lard Dumpy to be uncomfortable in a normal human sized bed fuckTrump toomanyhamberders XXLKingsize
hasoc_en_5599,Why is Dhoni wearing the glove such a big deal for ICC? DhoniKeepsTheGlove,1,Why is होनी wearing the glove such a big deal for ICC DhoniKeepsTheGlove
hasoc_en_247,shameonicc from my childhood I didn't watched a rainy world cup session like this. Waited 4 years to watch this rainy CWC19 cup will be shared by all the participant countries.,0,हार्मोनिक from my childhood I दीन watched a rainy world cup session like this Waited 4 years to watch this rainy CWC19 cup will be shared by all the participant countries
hasoc_en_4496,KEEP on the Press .. they still won’t publish IntlOrgCrime news AND Want to keep presenting TRUMP AS VICTIM MEME.. whaddya think about that metoo  IS adulterer rapist TRUMP the victim in his $1.5Million payment for Abortion of OWN CHILD conceived on Ivanka lookalike?,1,KEEP on the Press they still wont publish IntlOrgCrime news AND Want to keep presenting TRUMP AS VICTIM MEME वाडिया think about that एटोरो IS adulterer rapist TRUMP the victim in his विलियन payment for Abortion of OWN CHILD conceived on वाण lookalike
hasoc_en_2278,"There is gonna be NoBirthdayForTrump ever.    Hell, TraitorTot  deserves no praise of any sort since he's a fraud and a FAILURE.    TrumpIsADisgrace TrumpsWorseThanNixon TRUMPSUNFIT TrumpsAnInternationalDisgrace TrumpIsATraitor TrumpIsAFraud TrumpIsAMoron",1,There is gonna be NoBirthdayForTrump ever Hell TraitorTot deserves no praise of any sort since hes a fraud and a FAILURE TrumpIsADisgrace TrumpsWorseThanNixon TRUMPSUNFIT TrumpsAnInternationalDisgrace TrumpIsATraitor TrumpIsAFraud TrumpIsAMoron
hasoc_en_4855,Because cats are pussy. Not one set of nuts among them lol  Repost straightup phuckyocouch phuckyofeelings killyourself dietwice douchebag twatwaffle dicknozzle asshat phuckboy kickrocks foh frfr…,0,Because cats are pussy Not one set of nuts among them लो पोस्ट् स्ट्रैट phuckyocouch phuckyofeelings killyourself दंतिका डूश मतवाले नोज़ल आशा phuckboy टिक्टिक् फोग फर्र
